Index,Address,Country,Country_Code,Latitude,Location,Longitude,Recorded_Lat,Recorded_Lng,Region,Type,ver_Index
1139,"Edelira Km. 20, Itapúa, Paraguay",Paraguay,PRY,,Edelira,,-26.767587,-55.2780964,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
1140,"Shendi, River Nile State, Sudan",Sudan,SDN,,Shendi,,16.67803365,34.23751047226567,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
1141,"Shambat, 11114, Khartoum, Khartoum State, Sudan",Sudan,SDN,,Shambat,,15.6676933,32.5330139652732,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
1142,"Quebrada Santa Catalina, 010170, El Valle, Azuay, Ecuador",Ecuador,ECU,,Santa Catalina,,-2.9306462,-78.961056,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
1143,"Calimaya, 50040, Toluca, Mexico, Mexico",Mexico,MEX,,"Calimaya, Toluca",,19.297111,-99.668411,,no lat/lng entered / incorrect lat/lng - geocoded location,
1144,"Arroyo Zarco, Mexico, Mexico",Mexico,MEX,,"Arroyo, Almoloya De Juarez",,19.3259269,-99.9117235,,no lat/lng entered / incorrect lat/lng - geocoded location,
1145,"Colombia, Colombia",Colombia,COL,,Villavicencio1,,2.8894434,-73.783892,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
1146,"Valle del Cauca, Colombia",Colombia,COL,,"Darien1, Valle Del Cauca",,4.063969999999999,-76.12337981939545,,no lat/lng entered / incorrect lat/lng - geocoded location,
1147,"Valle del Cauca, Colombia",Colombia,COL,,"Darien2, Valle Del Cauca",,4.063969999999999,-76.12337981939545,,no lat/lng entered / incorrect lat/lng - geocoded location,
1148,"Quindío, Colombia",Colombia,COL,,"Paraguaicito, Quindio",,4.3435926,-75.7232898,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
1149,"La Libertad, 500005, Villavicencio, Meta, Colombia",Colombia,COL,,"Villavicencio, La Libertad",,4.0594202,-73.4612829,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
1150,"Universidad de los Llanos Sede San Antonio, Calle 37, 500001, Calle 37, Villavicencio, Meta, Colombia",Colombia,COL,,"Villavicencio, Universidad",,4.14614665,-73.64307289689945,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
1151,"Tumaco, Nariño, Colombia",Colombia,COL,,Tumaco,,1.8077554,-78.7705977,,no lat/lng entered / incorrect lat/lng - geocoded location,
1152,"Cantón Los Chiles, Provincia Alajuela, Costa Rica",Costa Rica,CRI,,"Los Chiles, Alajuela",,10.8591828,-84.71546311262927,,no lat/lng entered / incorrect lat/lng - geocoded location,
1153,"Cantón Upala, Provincia Alajuela, Costa Rica",Costa Rica,CRI,,"Upala, Alajuela",,10.8838931,-85.14527533051114,,no lat/lng entered / incorrect lat/lng - geocoded location,
1154,"Ursulo Galván, 91660, Veracruz, Mexico",Mexico,MEX,,Ursulo Galvan,,19.4460638,-96.39799962655596,,no lat/lng entered / incorrect lat/lng - geocoded location,
1155,"Kabul, 1001, Kabul, Afghanistan",Afghanistan,AFG,0.0,Kabul,0.0,34.5260131,69.1776476,,no lat/lng entered / incorrect lat/lng - geocoded location,
1156,"Cabinda, Angola",Angola,AGO,-5.59999990463257,Cabinda,12.1999998092651,-5.59999990463257,12.1999998092651,Eastern and Southern Africa,correct location data,
1157,"Kilomba, Angola",Angola,AGO,-8.89999961853027,Kilomba,14.6999998092651,-8.89999961853027,14.6999998092651,Eastern and Southern Africa,correct location data,
1158,"Mazozo, Angola",Angola,AGO,-9.10000038146973,Mazozo,13.6999998092651,-9.10000038146973,13.6999998092651,Eastern and Southern Africa,correct location data,
1159,"St. Vincent, Angola",Angola,AGO,-5.57000017166138,St. Vincent,12.1999998092651,-5.57000017166138,12.1999998092651,Eastern and Southern Africa,correct location data,
1160,"Q. La Catalina, Antioquia, Colombia",Colombia,COL,0.0,La Catalina,0.0,5.8104468,-74.9804958,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
1161,"Colombia, Colombia",Colombia,COL,0.0,Paraguaicito,0.0,2.8894434,-73.783892,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
1162,"Baka, Malawi",Malawi,MWI,-9.75,Baka,34.0,-9.75,34.0,Eastern and Southern Africa,correct location data,
1163,"Vully Valley, Eastern Cape, South Africa",South Africa,ZAF,0.0,Freidenheim Valley,0.0,-32.3136111,28.2047222,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
1164,"Potchesftroom, South Africa",South Africa,ZAF,-26.7000007629395,Potchesftroom,27.1000003814697,-26.7000007629395,27.1000003814697,Eastern and Southern Africa,correct location data,
1165,"Arusha, Tanzania, United Republic of","Tanzania, United Republic of",TZA,-3.1800000667572,Arusha,36.7000007629395,-3.1800000667572,36.7000007629395,Eastern and Southern Africa,correct location data,
1166,"Chollima, Tanzania, United Republic of","Tanzania, United Republic of",TZA,-7.42999982833862,Chollima,37.7000007629395,-7.42999982833862,37.7000007629395,Eastern and Southern Africa,correct location data,
1167,"Tumbi, Tanzania, United Republic of","Tanzania, United Republic of",TZA,-5.07000017166138,Tumbi,32.7299995422363,-5.07000017166138,32.7299995422363,Eastern and Southern Africa,correct location data,
1168,"Kibray, 111200, Tashkent Region, Uzbekistan",Uzbekistan,UZB,0.0,Kibray,0.0,41.3873284,69.4641139,,no lat/lng entered / incorrect lat/lng - geocoded location,
1169,"Chisamba, Central Province, Zambia",Zambia,ZMB,0.0,Chisamba,0.0,-14.979834,28.376099,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
1170,"Golden Valley, Zambia",Zambia,ZMB,-14.1700000762939,Golden Valley,28.3700008392334,-14.1700000762939,28.3700008392334,Eastern and Southern Africa,correct location data,
1171,"Kasama, Zambia",Zambia,ZMB,-10.1000003814697,Kasama,31.1000003814697,-10.1000003814697,31.1000003814697,Eastern and Southern Africa,correct location data,
1172,"Misamfu, Zambia",Zambia,ZMB,-10.1999998092651,Misamfu,31.1000003814697,-10.1999998092651,31.1000003814697,Eastern and Southern Africa,correct location data,
1173,"Zamseed, Zambia",Zambia,ZMB,-14.1999998092651,Zamseed,28.3999996185303,-14.1999998092651,28.3999996185303,Eastern and Southern Africa,correct location data,
1174,"Arex, Harare, Zimbabwe",Zimbabwe,ZWE,-17.7999992370605,"Arex, Harare",31.1000003814697,-17.7999992370605,31.1000003814697,Eastern and Southern Africa,correct location data,
1175,"Drss, Harare, Zimbabwe",Zimbabwe,ZWE,-17.7999992370605,"Drss, Harare",31.1000003814697,-17.7999992370605,31.1000003814697,Eastern and Southern Africa,correct location data,
1176,"Makaholi, Zimbabwe",Zimbabwe,ZWE,-19.8299999237061,Makaholi,30.7800006866455,-19.8299999237061,30.7800006866455,Eastern and Southern Africa,correct location data,
1177,"Makhoholi, Zimbabwe",Zimbabwe,ZWE,-19.8299999237061,Makhoholi,30.7800006866455,-19.8299999237061,30.7800006866455,Eastern and Southern Africa,correct location data,
1178,"Rattray, Zimbabwe",Zimbabwe,ZWE,-17.7000007629395,Rattray,31.2000007629395,-17.7000007629395,31.2000007629395,Eastern and Southern Africa,correct location data,
1179,"Rattray Arnold, Zimbabwe",Zimbabwe,ZWE,-17.6700000762939,Rattray Arnold,31.1700000762939,-17.6700000762939,31.1700000762939,Eastern and Southern Africa,correct location data,
1180,"Rattray Farm, Zimbabwe",Zimbabwe,ZWE,-17.7000007629395,Rattray Farm,31.2000007629395,-17.7000007629395,31.2000007629395,Eastern and Southern Africa,correct location data,
1182,"Bondo, Siaya, Kenya",Kenya,KEN,0.0,Bondo,0.0,-0.0993654,34.2739935,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
1183,"Kakamega, Kenya",Kenya,KEN,0.0,Kakamega (monsanto),0.0,0.4957104,34.801548861634615,Eastern and Southern Africa,no lat/lng entered / incorrect lat/lng - geocoded location,
1185,"Kenya, Kenya",Kenya,KEN,,Epdowns,,1.4419683,38.4313975,,no lat/lng entered / incorrect lat/lng - geocoded location,
1186,"Kenya Rugby Football Union, 58911-00200, Nairobi, Nairobi, Kenya",Kenya,KEN,,Nai,,-1.3016977,36.769366486554645,,no lat/lng entered / incorrect lat/lng - geocoded location,
1187,"Track east of flood plain, Ponta Malangane, Maputo, Mozambique",Mozambique,MOZ,,Eas,,-26.6927911,32.8867927,,no lat/lng entered / incorrect lat/lng - geocoded location,
1188,"Mártires de Ntengo wa Minga, Furancungo, Tete, Mozambique",Mozambique,MOZ,,Ntengo-nwodzi,,-14.89400005,33.61511136317877,,no lat/lng entered / incorrect lat/lng - geocoded location,
1189,"Pande, Inhambane, Mozambique",Mozambique,MOZ,,Pan,,-21.3684368,34.8656745,,no lat/lng entered / incorrect lat/lng - geocoded location,
1190,"Cowley Farm, Mashonaland Central, Zimbabwe",Zimbabwe,ZWE,,Agriseeds Farm,,-16.9518008,31.3228361,,no lat/lng entered / incorrect lat/lng - geocoded location,
1191,"Bellapaise Farm, 0000, Harare, Harare Province, Zimbabwe",Zimbabwe,ZWE,,Art Farm Harare,,-17.9030085,31.136802257418765,,no lat/lng entered / incorrect lat/lng - geocoded location,
1192,"Chisumbanje Ethanol Plant, 102, Manicaland, Zimbabwe",Zimbabwe,ZWE,,Chisumbanje,,-20.8671718,32.23553776718916,,no lat/lng entered / incorrect lat/lng - geocoded location,
1193,"Arnold Way, Bulawayo, Bulawayo Province, Zimbabwe",Zimbabwe,ZWE,,Rattray-arnold,,-20.2218044,28.5979287,,no lat/lng entered / incorrect lat/lng - geocoded location,
1194,"Shamva, Mashonaland Central, Zimbabwe",Zimbabwe,ZWE,,Shamva,,-17.1763039,31.631377461133482,,no lat/lng entered / incorrect lat/lng - geocoded location,
1195,"Kenya, Kenya",Kenya,KEN,,Afsf,,1.4419683,38.4313975,,no lat/lng entered / incorrect lat/lng - geocoded location,
1196,"Uganda, Uganda",Uganda,UGA,,Nacrri,,1.5333554,32.2166578,,no lat/lng entered / incorrect lat/lng - geocoded location,
1197,"Cañada Larga, Bolivia, Plurinational State of","Bolivia, Plurinational State of",BOL,-17.5699996948242,Cañada Larga,-62.4300003051758,-17.5699996948242,-62.4300003051758,South America,correct location data,
1198,"Zudañes, Bolivia, Plurinational State of","Bolivia, Plurinational State of",BOL,-19.1200008392334,Zudañes,-64.1999969482422,-19.1200008392334,-64.1999969482422,South America,correct location data,
1199,"Río Caná, Antioquia, Colombia",Colombia,COL,0.0,Caña Flecha,0.0,7.3743507,-74.8788184,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
1200,"Cañas, Guanacaste, Costa Rica",Costa Rica,CRI,10.4300003051758,"Cañas, Guanacaste",-85.0999984741211,10.4300003051758,-85.0999984741211,Central America and Caribbean,correct location data,
1201,"Bajo Las Cañas, 20109, Río Segundo, Provincia Alajuela, Costa Rica",Costa Rica,CRI,0.0,Las Cañas,0.0,10.0024047,-84.2022887,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
1203,"San José Pinula, Guatemala, Guatemala",Guatemala,GTM,0.0,San José Pinula,0.0,14.55343475,-90.34585630827843,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
1204,"La Dalia, 26200, Chinandega, Nicaragua",Nicaragua,NIC,,La Dalía,,12.8640648,-87.4949795,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
1205,"Jayanca, 14000, Lambayeque, Peru",Peru,PER,0.0,La Viña-jayanca-lambayeque,0.0,-6.3922485,-79.822774,South America,no lat/lng entered / incorrect lat/lng - geocoded location,
1206,"El Vergel, Sinaloa, Mexico",Mexico,MEX,,"El Vergel Municipio Navolato, Sin.",,24.716682,-107.7990497,Central America and Caribbean,no lat/lng entered / incorrect lat/lng - geocoded location,
1207,"Rio Chapingo, 56236, Mexico, Mexico",Mexico,MEX,,"Chapingo, Edo.mex",,19.486698,-98.909827,,no lat/lng entered / incorrect lat/lng - geocoded location,
1208,"Coatlinchán, 56250, Mexico, Mexico",Mexico,MEX,,"Coatlinchan, Edo. Mex",,19.4505209,-98.8740641,,no lat/lng entered / incorrect lat/lng - geocoded location,
1209,"Celaya, Guanajuato, Mexico",Mexico,MEX,,"Celaya,gto.",,20.52253925,-100.83073034202397,,no lat/lng entered / incorrect lat/lng - geocoded location,
1211,"Guadalajara, 44100, Jalisco, Mexico",Mexico,MEX,,"Guadalajara, Jal.",,20.676143,-103.3469982,,no lat/lng entered / incorrect lat/lng - geocoded location,
1212,"Cerro El Picacho, 00000, Distrito Municipal 3, Departamento de San Salvador, El Salvador",El Salvador,SLV,,Los Horcones,,13.7453787,-89.2564853,,no lat/lng entered / incorrect lat/lng - geocoded location,
1214,"MCormick El Salvador, 1114, Antiguo Cuscatlán, Departamento de La Libertad, El Salvador",El Salvador,SLV,,"San Cristobal, Cuscatlan",,13.67551125,-89.24383353889507,,no lat/lng entered / incorrect lat/lng - geocoded location,
1215,"Carrera 21 bis, 576, Bostón, Risaralda, Colombia",Colombia,COL,,La Catalina-pereira,,4.8023263,-75.6964439,,no lat/lng entered / incorrect lat/lng - geocoded location,
1216,"Rio Guararé, Provincia de Los Santos, Panama",Panama,PAN,,Guararé,,7.7987372,-80.3499059,,no lat/lng entered / incorrect lat/lng - geocoded location,
1217,"La Colorada, Provincia de Veraguas, Panama",Panama,PAN,,La Colorada,,8.0163715,-80.9840861,,no lat/lng entered / incorrect lat/lng - geocoded location,
1218,"Nuevo México, Provincia de Chiriquí, Panama",Panama,PAN,,Nuevo Ocu,,8.4184813,-82.7277216,,no lat/lng entered / incorrect lat/lng - geocoded location,
1219,"Peña Blanca, Provincia de Los Santos, Panama",Panama,PAN,,Peña Blanca,,7.7189511,-80.2833921,,no lat/lng entered / incorrect lat/lng - geocoded location,
1220,"Santo Domingo, Provincia de Chiriquí, Panama",Panama,PAN,,Santo Domingo,,8.5139574,-82.7170431,,no lat/lng entered / incorrect lat/lng - geocoded location,
1221,"Quebrada Santa Rosa, 16700, Managua, Nicaragua",Nicaragua,NIC,,"Santa Rosa, Managua",,11.7950245,-86.4096549,,no lat/lng entered / incorrect lat/lng - geocoded location,
1222,"La Nueva Concepcion, 01051, Guatemala, Guatemala",Guatemala,GTM,,La Nueva Concepcion,,14.5630149,-90.4786637,,no lat/lng entered / incorrect lat/lng - geocoded location,
1223,"El Coyolito, Comayagua, Comayagua, Honduras",Honduras,HND,,"Comayagua, E.e. Playita",,14.3188383,-87.5135833,,no lat/lng entered / incorrect lat/lng - geocoded location,
1224,"Volcan de Las Barrancas, Danli, El Paraíso, Honduras",Honduras,HND,,"Danli, E.e. Las Acacias",,13.8026649,-86.558441,,no lat/lng entered / incorrect lat/lng - geocoded location,
1225,"La Union, Olancho, Honduras",Honduras,HND,,La Union,,15.0209565,-86.710294,,no lat/lng entered / incorrect lat/lng - geocoded location,
1226,"Embotelladora de Sula, 21104, San Pedro Sula, Cortés, Honduras",Honduras,HND,,"San Pedro Sula, E.e. Omonita",,15.4898469,-88.0276247919928,,no lat/lng entered / incorrect lat/lng - geocoded location,
1228,"Quindío, Colombia",Colombia,COL,,Paraguaicito-quindio,,4.3435926,-75.7232898,,no lat/lng entered / incorrect lat/lng - geocoded location,
1229,"Cañaverales, La Guajira, Colombia",Colombia,COL,,Cañaveral-guajira,,10.7549138,-72.8442087,,no lat/lng entered / incorrect lat/lng - geocoded location,
1230,"Colombia, Colombia",Colombia,COL,,Villlavicencio,,2.8894434,-73.783892,,no lat/lng entered / incorrect lat/lng - geocoded location,
1231,"Puerto Lopez, Córdoba, Colombia",Colombia,COL,,Menegua - Puerto López,,7.7933241,-75.8401892,,no lat/lng entered / incorrect lat/lng - geocoded location,
1232,"La Libertad, 500005, Villavicencio, Meta, Colombia",Colombia,COL,,Villavicencio1-la Libertad,,4.0594202,-73.4612829,,no lat/lng entered / incorrect lat/lng - geocoded location,
1233,"Armenia, Quindío, Colombia",Colombia,COL,,Paraguaicito-armenia,,4.4923898,-75.73960166465673,,no lat/lng entered / incorrect lat/lng - geocoded location,
1235,"Colombia, Colombia",Colombia,COL,,Paraguaicito-colombia,,2.8894434,-73.783892,,no lat/lng entered / incorrect lat/lng - geocoded location,
1236,"Tumaco, Nariño, Colombia",Colombia,COL,,Tumaco-nariño,,1.8077554,-78.7705977,,no lat/lng entered / incorrect lat/lng - geocoded location,
1237,"Puerto Lopez, Córdoba, Colombia",Colombia,COL,,Menegua-puerto López,,7.7933241,-75.8401892,,no lat/lng entered / incorrect lat/lng - geocoded location,
1238,"Cañaverales, La Guajira, Colombia",Colombia,COL,,Cañaveral-la Guajira,,10.7549138,-72.8442087,,no lat/lng entered / incorrect lat/lng - geocoded location,
1239,"Vista Florida, 5174, Chiclayo, Lambayeque, Peru",Peru,PER,,Chiclayo V.florida,,-6.7631677,-79.8583674,,no lat/lng entered / incorrect lat/lng - geocoded location,
1240,"Eduardo Celaya Martinez, 21820, Sonora, Mexico",Mexico,MEX,,Celaya Gto (2),,32.2705,-115.022,,no lat/lng entered / incorrect lat/lng - geocoded location,
1241,"Acayucan, 96000, Veracruz, Mexico",Mexico,MEX,,Acayucan,,18.0281048,-95.03593818139205,,no lat/lng entered / incorrect lat/lng - geocoded location,
1242,"Mazatlán Villa de Flores, Oaxaca, Mexico",Mexico,MEX,,Villa Flores,,18.01487755,-96.90708723299721,,no lat/lng entered / incorrect lat/lng - geocoded location,
1244,"Monjas, Jalapa, Guatemala",Guatemala,GTM,,Monjas,,14.51342945,-89.8990143228134,,no lat/lng entered / incorrect lat/lng - geocoded location,
1245,"Quesada, Jutiapa, Guatemala",Guatemala,GTM,,Quesada,,14.2853523,-90.03049884223813,,no lat/lng entered / incorrect lat/lng - geocoded location,
1246,"Sanarate, El Progreso, Guatemala",Guatemala,GTM,,Sanarate,,14.7669329,-90.19860906475421,,no lat/lng entered / incorrect lat/lng - geocoded location,
1247,"Guatemala, Guatemala",Guatemala,GTM,,Sonarate,,15.6356088,-89.8988087,,no lat/lng entered / incorrect lat/lng - geocoded location,
1248,"Choluteca, Honduras",Honduras,HND,,Choluteca,,13.3696253,-87.07564445652513,,no lat/lng entered / incorrect lat/lng - geocoded location,
1249,"San Miguel Tulancingo, Oaxaca, Mexico",Mexico,MEX,,Tulancingo,,17.75231415,-97.44210454689073,,no lat/lng entered / incorrect lat/lng - geocoded location,
1250,"Downstream Community School, Lunga Lunga Road, 00200, Lunga Lunga Road, Nairobi, Nairobi, Kenya",Kenya,KEN,,E. Downs,,-1.3083784,36.8856095,,no lat/lng entered / incorrect lat/lng - geocoded location,
1251,"Eldoret, 30100, Uasin Gishu, Kenya",Kenya,KEN,,Eldoret Downs,,0.5198329,35.2715481,,no lat/lng entered / incorrect lat/lng - geocoded location,
1252,"Honduras, Honduras",Honduras,HND,,Fipah,,15.0610686,-84.5978534,,no lat/lng entered / incorrect lat/lng - geocoded location,
1253,"La Ceiba, Atlántida, Honduras",Honduras,HND,,La Ceiba,,15.7833743,-86.7917749,,no lat/lng entered / incorrect lat/lng - geocoded location,
1254,"Sulaco Airport, Yoro, Yoro, Honduras",Honduras,HND,,Sulaco,,14.9071999,-87.2633972,,no lat/lng entered / incorrect lat/lng - geocoded location,
1255,"Pepsi Bottling Group, Calle Federal a Taxco, 40000, Calle Federal a Taxco, Iguala, Guerrero, Mexico",Mexico,MEX,,"Iguala, Gro.",,18.352485350000002,-99.52996126668887,,no lat/lng entered / incorrect lat/lng - geocoded location,
1256,"Río Pueblo Nuevo, 32200, Estelí, Nicaragua",Nicaragua,NIC,,Estili / Pueblo Nuevo,,13.3804064,-86.4383255,,no lat/lng entered / incorrect lat/lng - geocoded location,
1257,"Juigalpa, 55000, Chontales, Nicaragua",Nicaragua,NIC,,Juigalpa,,12.1085987,-85.3689381,,no lat/lng entered / incorrect lat/lng - geocoded location,
1258,"Masatepe, 42600, Masaya, Nicaragua",Nicaragua,NIC,,Masatepe,,11.914505,-86.1445563,,no lat/lng entered / incorrect lat/lng - geocoded location,
1265,"Quebrada Santa Rosa, 16700, Managua, Nicaragua",Nicaragua,NIC,,Santa Rosa/managua,,11.7950245,-86.4096549,,no lat/lng entered / incorrect lat/lng - geocoded location,1110.0
1260,"Las Lajitas, Comarca Ngäbe-Buglé, Panama",Panama,PAN,,Las Lajitas,,8.3743193,-81.6488659,,no lat/lng entered / incorrect lat/lng - geocoded location,
1261,"Nuevo México, Provincia de Chiriquí, Panama",Panama,PAN,,Nuevo Ocú,,8.4184813,-82.7277216,,no lat/lng entered / incorrect lat/lng - geocoded location,
1262,"Pocrí, Provincia de Los Santos, Panama",Panama,PAN,,Pocrí,,7.659308,-80.1179001,,no lat/lng entered / incorrect lat/lng - geocoded location,
1263,"La Molina, Lima, Peru",Peru,PER,,La Molina,,-12.0901768,-76.92233779667893,,no lat/lng entered / incorrect lat/lng - geocoded location,
1266,"Telpaneca-Condega, 35700, Madriz, Nicaragua",Nicaragua,NIC,,Estili/condega,,13.4012543,-86.2191268,,no lat/lng entered / incorrect lat/lng - geocoded location,
1267,"La_Conquista-Santa_Teresa, 46600, Carazo, Nicaragua",Nicaragua,NIC,,Santa Tereza Carazo / La Vainilla,,11.6238581,-86.1904384,,no lat/lng entered / incorrect lat/lng - geocoded location,
1268,"La Amistad Panamá - Costa Rica, Provincia de Bocas del Toro, Panama",Panama,PAN,,La Zumbona,,9.484668,-82.8815329,,no lat/lng entered / incorrect lat/lng - geocoded location,
1269,"Callejón Taltizapan, 22055, Tijuana, Baja California, Mexico",Mexico,MEX,,Taltizapan,,32.5206856,-117.0387142,,no lat/lng entered / incorrect lat/lng - geocoded location,
1270,"El Salvador, El Salvador",El Salvador,SLV,,San Adres,,13.8000382,-88.9140683,,no lat/lng entered / incorrect lat/lng - geocoded location,
1271,"Iguala, 01279, Mexico City, Mexico",Mexico,MEX,,"Inifap-iguala, Gro",,19.3828167,-99.2167443,,no lat/lng entered / incorrect lat/lng - geocoded location,
1272,"Iguala, 01279, Mexico City, Mexico",Mexico,MEX,,"Inifap-iguala, Gro.",,19.3828167,-99.2167443,,no lat/lng entered / incorrect lat/lng - geocoded location,
1273,"Estancia de Santa Lucía - La Muralla - E.C. Amealco de Bonfil - Límite Estados (Qro - Edo de Mex), 76803, San Juan del Rio, Querétaro, Mexico",Mexico,MEX,,"Amealco, Qro",,20.2541644,-100.0422385,,no lat/lng entered / incorrect lat/lng - geocoded location,
1274,"San Mateo Coapexco, Villa Guerrero Edo. Mex., 51760, Mexico, Mexico",Mexico,MEX,,"Arroyo, Edo De Mex",,18.960642,-99.6821978,,no lat/lng entered / incorrect lat/lng - geocoded location,
1275,"Arroyo de Cañas, Veracruz, Mexico",Mexico,MEX,,"Arroyo, Edo. De Mexico",,20.3509081,-97.1518057,,no lat/lng entered / incorrect lat/lng - geocoded location,
1276,"Jocotitlán, 50700, Mexico, Mexico",Mexico,MEX,,Jocotitlan Edo. Mexico,,19.7156587,-99.76222786953815,,no lat/lng entered / incorrect lat/lng - geocoded location,
1277,"Progeso Nacional, 59720, Nezahualcóyotl, Mexico, Mexico",Mexico,MEX,,"Progeso, Hgo.",,19.3860289,-99.0094641,,no lat/lng entered / incorrect lat/lng - geocoded location,
1278,"Sta. Lucia, Nopaltepec, Mexico, Mexico",Mexico,MEX,,"Sta. Lucia, Edo. De Mexico",,19.79659,-98.7103892,,no lat/lng entered / incorrect lat/lng - geocoded location,
1279,"Tetela del Volcán, Morelos, Mexico",Mexico,MEX,,"Tetela Del Volcan, Morelos",,18.918346,-98.72015249609856,,no lat/lng entered / incorrect lat/lng - geocoded location,
1280,"Texcoco de Mora, 56100, Mexico, Mexico",Mexico,MEX,,Texcoco Edo. De Mexico,,19.5144327,-98.8821254,,no lat/lng entered / incorrect lat/lng - geocoded location,
1281,"Tlaltizapán de Zapata, Morelos, Mexico",Mexico,MEX,,"Tlaltizapan, Morelos",,18.7045227,-99.14191731588632,,no lat/lng entered / incorrect lat/lng - geocoded location,
1282,"Tlaxcoapan, Hidalgo, Mexico",Mexico,MEX,,"Tlaxcoapan, Hidalgo",,20.097502650000003,-99.23306962708496,,no lat/lng entered / incorrect lat/lng - geocoded location,
1283,"Zumpango, Mexico, Mexico",Mexico,MEX,,"Zumpango, Estado De Mexico",,19.81293675,-99.08180953352705,,no lat/lng entered / incorrect lat/lng - geocoded location,
1287,"Nakuru Airport Lanet Barraks, 20100, Nakuru, Nakuru, Kenya",Kenya,KEN,,Lanet,,-0.2966963,36.1564327,,no lat/lng entered / incorrect lat/lng - geocoded location,
1288,"Mabanga, Eldoret Road, Eldoret Road, Kimaeti, Bungoma, Kenya",Kenya,KEN,,Mabanga,,0.5978944,34.6209158,,no lat/lng entered / incorrect lat/lng - geocoded location,
1289,"Njoro, Taita Taveta, Kenya",Kenya,KEN,,Njoro,,-3.3740499,37.840045,,no lat/lng entered / incorrect lat/lng - geocoded location,
1292,"Bani Ubayd, Dakahlia Governorate, Egypt",Egypt,EGY,,Bani Snef,,31.023889,31.648333,,no lat/lng entered / incorrect lat/lng - geocoded location,
1293,"Bani Ghunaym, Beni Suef Governorate, Egypt",Egypt,EGY,,Bani Suef,,29.3,31.15,,no lat/lng entered / incorrect lat/lng - geocoded location,
1294,"Kafr el-Sheikh Governorate, Egypt",Egypt,EGY,,El Menia,,31.3827023,30.8516791133286,,no lat/lng entered / incorrect lat/lng - geocoded location,
1295,"Chitala Agricultural Research Station, Mphunga, Salima, Malawi",Malawi,MWI,,Baka Research,,-13.680208050000001,34.25890878313515,,no lat/lng entered / incorrect lat/lng - geocoded location,
1296,"Zombwe 2, Mzimba, Malawi",Malawi,MWI,,Zombwe,,-11.3140201,33.8527879,,no lat/lng entered / incorrect lat/lng - geocoded location,
1297,"Mooi River, KwaZulu-Natal, South Africa",South Africa,ZAF,,Mooi River,,-29.06039505,30.330517980091393,,no lat/lng entered / incorrect lat/lng - geocoded location,
1299,"Lusaka, 10101, Lusaka Province, Zambia",Zambia,ZMB,,Lusaka,,-15.4164488,28.2821535,,no lat/lng entered / incorrect lat/lng - geocoded location,
1300,"Zambia, Zambia",Zambia,ZMB,,Msrs,,-14.5186239,27.5599164,,no lat/lng entered / incorrect lat/lng - geocoded location,
1301,"Kasama, Northern Province, Zambia",Zambia,ZMB,,Musamfu Kasama,,-10.2088378,31.188255,,no lat/lng entered / incorrect lat/lng - geocoded location,
1302,"Harare, 0000, Harare Province, Zimbabwe",Zimbabwe,ZWE,,Arex Harare,,-17.831773,31.045686,,no lat/lng entered / incorrect lat/lng - geocoded location,
1303,"Golden Valley, Mashonaland West, Zimbabwe",Zimbabwe,ZWE,,Golden Valley Zambia,,-18.2291438,29.7958704,,no lat/lng entered / incorrect lat/lng - geocoded location,
1304,"Mutare, Manicaland, Zimbabwe",Zimbabwe,ZWE,,Mutare,,-18.974656,32.670473,,no lat/lng entered / incorrect lat/lng - geocoded location,
1305,"Zimbabwe, Zimbabwe",Zimbabwe,ZWE,,Panmure,,-18.4554963,29.7468414,,no lat/lng entered / incorrect lat/lng - geocoded location,
1306,"Athi River, 00519, Nairobi, Nairobi, Kenya",Kenya,KEN,,Athi River,,-1.4269207,36.929805,,no lat/lng entered / incorrect lat/lng - geocoded location,
1307,"Kampi ya Kerenzeni, Kilifi, Kenya",Kenya,KEN,,Kampi Ya Mawe,,-2.9166,40.1333,,no lat/lng entered / incorrect lat/lng - geocoded location,
1308,"Shikusa Prison, Lubao, Kakamega, Kenya",Kenya,KEN,,Shikusa,,0.3179733,34.8126303,,no lat/lng entered / incorrect lat/lng - geocoded location,
1309,"Yatta Road, 00200, Nairobi, Nairobi, Kenya",Kenya,KEN,,Yatta,,-1.28413,36.8325567,,no lat/lng entered / incorrect lat/lng - geocoded location,
